source,text
https://www.udst.edu.qa/current-student/registration,"course selection, you may book an appointment with your Academic Advisor or the Advising team through Navigate 360 or visit Student Central Services Academic Advising office in Building 13 to receive in-person drop-in advising. Advising questions can also be emailed to advising@udst.edu.qa . When are fees due? Non-sponsored Students will have time until the end of the current semester to settle their accounts. Unfortunately, students who do not complete full payment will not be able to register for the following semester or attend classes. Sponsored students do not need to pay as long as their sponsoring company has sent the details of their sponsorship to the Sponsorship Specialist at the Admissions and Registration Directorate before the start of registration. I don't have a credit card. How can I pay online? To ensure online payment is easier for student, you may pay with your credit card or debit card. We also offer students the opportunity to enroll now and pay later. At the time of Self-Service Registration, you may pay in part or in full, or you may defer your payment to a later date. You can also come in to the Finance Office to pay in person. Cash, however, is not accepted. What if I cannot afford to pay my fees at the time of registration? Non-sponsored students may choose to pay their fees for the current semester at a later date, provided it is before the end of the term. Post-dated cheques will be accepted for students who have requested and received prior approval from management to defer payment. When is the first day of classes? The full semester schedule and deadline dates can be found in the Academic Calendar which is published on our website and on your MyUDST page. Important dates are also posted on the Important Information tile in the Student Self-Service portal. What are the deadlines for adding or dropping a course? The full semester schedule and deadline dates can be found in the Academic Calendar which is published on our website and on your MyUDST page. Important dates are also posted on the Important Information tile in the Student Self-Service portal. How can I add or drop a course? You can add and/or drop courses through the Manage Classes tile in the Student Self-Service portal. Please refer to the Registration User Manual and/or Registration Video for detailed instructions to assist you. If you have questions about the policies regarding adding or dropping courses, please contact Student Central Services Academic Advising Unit ( Advising@udst.edu.qa ). Am I able to change my course section? You can swap course sections up to a maximum of four times per course through the Manage Classes tile in the Student Self-Service portal. Please refer to the Registration User Manual and/or Registration Video for detailed instructions to assist you. Where can I view my class schedule? As soon as you enroll, you may view your class schedule through the Manage Classes tile in the Student Self Service portal. Please refer to"
https://www.udst.edu.qa/current-student/registration,"the Registration User Manual and/or Registration Video for detailed instructions to assist you. What books do I need, and from where can I purchase them? All books and class materials can be purchased at the campus bookstore in A23 Campus Corner. To find out what books are required, please check with your instructor or refer to your Course Syllabus. NameRegistration Support UDST Email RegistrationHelp@udst.edu.qa Phone +974 4495 2225 For specific inquiries, please see below:Contact PersonInquiryHow to ContactIT HELP DESKLog-in IssuesPassword Reset IssuesD2L InquiriesOther Technical Issues4495-2470 ITHelpDesk@udst.edu.qa ACADEMIC ADVISINGAcademic PlanningCourse Selection and RegistrationProgram/Course InquiriesDegree Audit and Progress TrackingAcademic Policies and ProceduresUnderstanding Academic StandingStudent Success PlanningCheck your assigned Academic Advisor either on:Student Self-Service (PeopleSoft) portal (Academic Records > My Advisor)orNavigate360 portal (Resources > People)Book an appointment with your assigned Academic Advisor using Navigate360 (Appointments > Schedule an Appointment)Contact Student Central Services Academic Advising Unit at Advising@udst.edu.qa FINANCEPayment of FeesOnline Payment IssuesPayment ReceiptsDelayed Payment RequestsFee-related Holds4495-2931 FinanceHelpDesk@udst.edu.qa ADMISSIONSAdmission StatusRe-admission Inquiries4495-2225 Admissions@udst.edu.qa STUDENT CENTRAL SERVICESAcademic Advising ServicesAcademic Learning ServicesCareer ServicesBook an appointment, virtual or in-person, using Navigate360 (Appointments > Schedule an Appointment > Academic Advising, Academic Learning Services, or Career Services)Click here for additional information4495-2225 StuCentServices@udst.edu.qa STUDENT COUNSELLING AND ACCESSIBILITY SERVICESCounselling ServicesAccessibility Services4495-2222 Counselling@udst.edu.qa (counselling inquiries) Accessibility@udst.edu.qa (accessibility inquiries)Book an Appointment, virtual or in-person, using Navigate360:Appointments > Schedule an Appointment > Academic AccessibilityAppointments > Schedule an Appointment > Counselling ServicesAdditional Information: D2L or SCAS WebpageHIBA KHANAppeal Applications4495-2008 Appeals@udst.edu.qa SECURITYStudent IDsGate Passes4495-2140/2141 FacilitiesHelpDesk@udst.edu.qa Social media links Twitter Youtube Instagram Facebook Linkedin UDST - Qatar Al Tarafa, Jelaiah Street Duhail North P.O. Box 24449 Doha, Qatar main menu: Main navigation Admissions Academic Life at UDST Applied Research About UDST Quick Links: Main navigation Current Student Professional Education Alumni Testing Centre Careers Contact Us Explore the Campus Directory Footer menu Privacy Policy Terms & Conditions University of Doha for Science and Technology @ 2026 Back to top"
https://www.udst.edu.qa/current-student/academic-calendar,"Academic Calendar | UDST Skip to main content العربية Search Search by Keyword Search by Keyword Search Search by Purpose I am I am Select an OptionCurrent StudentParentFuture StudentCareer at UDSTAlumniUDST Employee Looking for Looking for Select an Option Take me There العربية Search Quick links Current Student Registration Academic Calendar Student Systems Attendance Final Exams Academic Awards Dean’s List Request Letters and Records Graduation Ceremony Graduation Requirements Ramadan Schedule Professional Education Customized Training Courses Consulting Services Register Today Online Resources Alumni Presidents Message Alumni Services Update Contact Information Request Letters, Records and Transcripts Alumni Benefits UDST Offers Alumni Office Graduation Ceremonies Testing Centre Placement Tests IELTS Tests Proctoring Sport and Wellness Our Facilities Sport and Varsity Wellness Programs Junior Wolves Club Book a Facility or Wellness Program Today Main navigation Admissions Why UDST Admissions All Programs Inbound Student Exchange How to Apply Application Deadlines Admissions Information Admissions FAQ's Tuition and Fees Refunds Scholarships & Financial Aid Sponsorships Scholarships Emiri Scholarship Education Above All Jassim and Hamad bin Jassim Foundation Graduate Sponsorship Research Award (GSRA) Office of Admissions & Registration International Students New Student Information Academic Our Colleges College of Engineering and Technology Central Analysis Lab Our Programs Graduation and Enrollment Data College of Computing and Information Technology Our Programs College of Health Sciences Our Programs College of Business Our Programs College of General Education Our Programs Additional Learning and Resources Foundation Program Unit Continuing and Professional Education Testing Center Library Manara Life at UDST Student Engagement Student Counselling and Accessibility Services Student Central Services Sport and Wellness Get to Know Our Campus Benefits and Discounts Applied Research About Us Applied Research, Innovation and Economic Development Graduate Studies Centers of Excellence Research Articles About UDST UDST At A Glance Board of Trustees Office of the President Office of the Vice President, Academics National and International Affairs Staff Directory Institutional Excellence (IE) IT Directorate Facilities Program Development and Accreditation Applied and Experiential Learning Policies and Procedures Events Media News UDST Post Careers Jump to More Strategic Plan How to Apply Application Deadlines All Programs D2L Navigate 360 IELTS Registration Student Email PeopleSoft Self-Service Library Book Sport Facility Tuition and Fees UDST Post Staff Email WebVPN Academic Catalog Symplicity Social media links Twitter Youtube Instagram Facebook Linkedin Current Student Academic Calendar Quick links Current Student Registration Academic Calendar Student Systems Attendance Final Exams Academic Awards Request Letters and Records Graduation Ceremony Graduation Requirements Ramadan Schedule Professional Education Alumni Testing Centre Sport and Wellness Academic Calendar The Academic Calendar is the main resource for important academic dates, such as term start and end dates, registration deadlines, and final exam schedules. Click here to download the 2025-2026 Academic Calendar (updated). Click here to download the 2024-2025 Academic Calendar. Discover UDST Student Clubs Student Central Services Sport and Wellness Social media links Twitter Youtube Instagram Facebook Linkedin UDST - Qatar Al Tarafa, Jelaiah Street Duhail North P.O. Box 24449 Doha, Qatar main menu: Main navigation Admissions Academic Life at UDST Applied Research About UDST Quick"
https://www.udst.edu.qa/current-student/academic-calendar,Links: Main navigation Current Student Professional Education Alumni Testing Centre Careers Contact Us Explore the Campus Directory Footer menu Privacy Policy Terms & Conditions University of Doha for Science and Technology @ 2026 Back to top
https://www.udst.edu.qa/current-student/student-systems,"Student Systems | UDST Skip to main content العربية Search Search by Keyword Search by Keyword Search Search by Purpose I am I am Select an OptionUDST EmployeeCurrent StudentParentFuture StudentCareer at UDSTAlumni Looking for Looking for Select an Option Take me There العربية Search Quick links Current Student Registration Academic Calendar Student Systems Attendance Final Exams Academic Awards Dean’s List Request Letters and Records Graduation Ceremony Graduation Requirements Ramadan Schedule Professional Education Customized Training Courses Consulting Services Register Today Online Resources Alumni Presidents Message Alumni Services Update Contact Information Request Letters, Records and Transcripts Alumni Benefits UDST Offers Alumni Office Graduation Ceremonies Testing Centre Placement Tests IELTS Tests Proctoring Sport and Wellness Our Facilities Sport and Varsity Wellness Programs Junior Wolves Club Book a Facility or Wellness Program Today Main navigation Admissions Why UDST Admissions All Programs Inbound Student Exchange How to Apply Application Deadlines Admissions Information Admissions FAQ's Tuition and Fees Refunds Scholarships & Financial Aid Sponsorships Scholarships Emiri Scholarship Education Above All Jassim and Hamad bin Jassim Foundation Graduate Sponsorship Research Award (GSRA) Office of Admissions & Registration International Students New Student Information Academic Our Colleges College of Engineering and Technology Central Analysis Lab Our Programs Graduation and Enrollment Data College of Computing and Information Technology Our Programs College of Health Sciences Our Programs College of Business Our Programs College of General Education Our Programs Additional Learning and Resources Foundation Program Unit Continuing and Professional Education Testing Center Library Manara Life at UDST Student Engagement Student Counselling and Accessibility Services Student Central Services Sport and Wellness Get to Know Our Campus Benefits and Discounts Applied Research About Us Applied Research, Innovation and Economic Development Graduate Studies Centers of Excellence Research Articles About UDST UDST At A Glance Board of Trustees Office of the President Office of the Vice President, Academics National and International Affairs Staff Directory Institutional Excellence (IE) IT Directorate Facilities Program Development and Accreditation Applied and Experiential Learning Policies and Procedures Events Media News UDST Post Careers Jump to More Strategic Plan How to Apply Application Deadlines All Programs D2L Navigate 360 IELTS Registration Student Email PeopleSoft Self-Service Library Book Sport Facility Tuition and Fees UDST Post Staff Email WebVPN Academic Catalog Symplicity Social media links Twitter Youtube Instagram Facebook Linkedin Current Student Student Systems Distance Learning D2L is the Learning Management System used by UDST to manage the delivery of your courses. How do I access D2L? Enter the D2L link in the address bar of your web browser Enter your 60XXXXX ID number and password Click Log In D2L MyUDST MyUDST is UDST’s Intranet system where you can access many student resources. How do I access the MyUDST homepage? Enter MYUDST link in the address bar of your web browser Enter your 60XXXXXX ID number and password Select UDST - Student & Alumni from the drop down Click Sign In MYUDST PeopleSoft PeopleSoft is UDST’s Student Information System that contains all your biographical details and academic information. How do I access PeopleSoft Self-Service to"
https://www.udst.edu.qa/current-student/student-systems,"view my Student Center? Enter PeopleSoft link in the address bar of your web browser Enter your 60XXXXXX ID number and password Click Sign In PeopleSoft Password Reset UDST’s Password Reset Portal can be used if you have forgotten your password or are having issues logging in. What if I forget my password? Enter Forgot Password link in the address bar of your web browser When prompted, enter your 60XXXXXX number and click Next Enter your QID number and click Next An SMS will be sent to the mobile number on file in PeopleSoft Enter the verification number from the SMS and click Next Enter the new password twice and click Next Send an email to ithelpdesk@udst.edu.qa , including a picture of your student ID, asking to reset the password IT Helpdesk will reset your password and send it to you Password reset Student Email Students can access their email from any desktop, laptop, or mobile device on or off campus. How do I access my UDST email? Enter Outlook link in the address bar of your web browser Enter your email address – 60XXXXXX@udst.edu.qa – and click Next Enter your password and click Sign In Outlook Facility Requests (FAMIS) Facilities helpdesk system allows students to enter facilities service requests and track statuses directly via an easy-to-use self-service interface. FAMIS Self-Service only handles non-emergency requests. For services that require immediate attention to maintain safety or life safety emergencies, please call the Security Control at 4495-2999. If you have any questions regarding work orders or service requests, please facilitieshelpdesk@udst.edu.qa How do I access my UDST email? Enter FAMIS in the address bar of your web browser Enter your Student ID – 60XXXXXX Enter your password and click Login What if I have any problems logging into FAMIS? Send an email to ithelpdesk@udst.edu.qa , including a picture of your student ID, and describing the issue you are facing. FACILTY REQUESTS One Drive Students can access their saved documents in Office 365 through OneDrive. How do I access OneDrive (Z:\Drive is migrated to OneDrive) Enter Office link in the address bar of your web browser Enter your student email address - 60XXXXXX@udst.edu.qa - in the field provided and press Next Enter your password and click sign in Click on the OneDrive icon at the top of the page How do I use OneDrive? All Z:\ drive files can be found under the My Documents folder To create new files and save them to OneDrive, click on the New button from the menu and select the type of file you want to create. You can create Word, Excel, PowerPoint or OneNote files. You can also create new folders. If you have files or folders on your computer that you would like to save in your OneDrive, you can click the Upload button and then select either files or folders. Office Navigate 360 Navigate360 is UDST’s Student Success Management System. Navigate 360 is your digital one-stop shop. View your events and to-do’s, schedule an appointment,"
https://www.udst.edu.qa/current-student/student-systems,"view your class schedule, access resources, and much more. To access Navigate 360: Download from the App Store Download from Google Play Access on your PC Log in with your UDST credentials to get started. Learn More Social media links Twitter Youtube Instagram Facebook Linkedin UDST - Qatar Al Tarafa, Jelaiah Street Duhail North P.O. Box 24449 Doha, Qatar main menu: Main navigation Admissions Academic Life at UDST Applied Research About UDST Quick Links: Main navigation Current Student Professional Education Alumni Testing Centre Careers Contact Us Explore the Campus Directory Footer menu Privacy Policy Terms & Conditions University of Doha for Science and Technology @ 2026 Back to top"
https://www.udst.edu.qa/current-student/attendance,"Attendance | UDST Skip to main content العربية Search Search by Keyword Search by Keyword Search Search by Purpose I am I am Select an OptionAlumniUDST EmployeeCurrent StudentParentFuture StudentCareer at UDST Looking for Looking for Select an Option Take me There العربية Search Quick links Current Student Registration Academic Calendar Student Systems Attendance Final Exams Academic Awards Dean’s List Request Letters and Records Graduation Ceremony Graduation Requirements Ramadan Schedule Professional Education Customized Training Courses Consulting Services Register Today Online Resources Alumni Presidents Message Alumni Services Update Contact Information Request Letters, Records and Transcripts Alumni Benefits UDST Offers Alumni Office Graduation Ceremonies Testing Centre Placement Tests IELTS Tests Proctoring Sport and Wellness Our Facilities Sport and Varsity Wellness Programs Junior Wolves Club Book a Facility or Wellness Program Today Main navigation Admissions Why UDST Admissions All Programs Inbound Student Exchange How to Apply Application Deadlines Admissions Information Admissions FAQ's Tuition and Fees Refunds Scholarships & Financial Aid Sponsorships Scholarships Emiri Scholarship Education Above All Jassim and Hamad bin Jassim Foundation Graduate Sponsorship Research Award (GSRA) Office of Admissions & Registration International Students New Student Information Academic Our Colleges College of Engineering and Technology Central Analysis Lab Our Programs Graduation and Enrollment Data College of Computing and Information Technology Our Programs College of Health Sciences Our Programs College of Business Our Programs College of General Education Our Programs Additional Learning and Resources Foundation Program Unit Continuing and Professional Education Testing Center Library Manara Life at UDST Student Engagement Student Counselling and Accessibility Services Student Central Services Sport and Wellness Get to Know Our Campus Benefits and Discounts Applied Research About Us Applied Research, Innovation and Economic Development Graduate Studies Centers of Excellence Research Articles About UDST UDST At A Glance Board of Trustees Office of the President Office of the Vice President, Academics National and International Affairs Staff Directory Institutional Excellence (IE) IT Directorate Facilities Program Development and Accreditation Applied and Experiential Learning Policies and Procedures Events Media News UDST Post Careers Jump to More Strategic Plan How to Apply Application Deadlines All Programs D2L Navigate 360 IELTS Registration Student Email PeopleSoft Self-Service Library Book Sport Facility Tuition and Fees UDST Post Staff Email WebVPN Academic Catalog Symplicity Social media links Twitter Youtube Instagram Facebook Linkedin Current Student Attendance Attendance and Punctuality Standards The University recognizes that regular Attendance and participation in Class is fundamental to Student success. The maximum allowable limit for absenteeism is 15% of Learning Sessions per Course during a semester. Students exceeding the allowable limit for absenteeism in a Course will receive a failing grade for that Course, regardless of their performance. The Academic Units may identify specific Learning Sessions, absenteeism from which will lead to a failing grade in the corresponding Course. The University expects all Students to be on time for Learning Sessions. Learning Sessions will commence as listed in the Student’s schedule. Students arriving after commencement of the Learning Session or departing prior to the completion of the Learning Session may be recorded as “Absent”"
https://www.udst.edu.qa/current-student/attendance,"in the Attendance System at the discretion of the Academic Member. For safety and operational reasons, the Academic Member may, for certain laboratory Learning Sessions, prohibit Students from entering after the Learning Session has commenced. Students arriving late may be prevented from entering the Learning Session and will be recorded as “Absent” in the Attendance System. All non-attendance will be factored into the Student’s attendance computation. Attendance and punctuality standards will be included in the Course Syllabus and communicated to students by Academic Members on their first day of the Course. Attendance RecordingAttendance recording and calculation starts after the end of the Add/Drop period and ends on the last Learning Session of that Course. Academic Members must record Student Attendance into the Attendance System within 24 hours of the Learning Session.Attendance absence percentage is calculated per Course based on the total amount of time the Course is scheduled to meet for the Semester.Attendance will be tracked by swiping or tapping your student ID card when entering any class/lab. It is therefore required that you have your student ID card with you at all times. The following outlines some important information regarding the use of card swiping to record attendance:Swipe to Record Attendance: Failure to swipe will result in being marked absent.No Swipe-Out Required: Attendance is recorded based on swiping in only.Proper Swiping: Remove your ID card from wallets, pouches, or mobiles to avoid swipe errors.Verify Swipe: Confirm successful swiping with a beep or blinking LED and check your attendance in the ""Student Attendance Status"" tile on your PeopleSoft Student Homepage.Timing: Swiping starts 10 minutes before a class/lab begins. Swipes made earlier will not be recorded.Back-to-Back Sessions: Swipe in again for consecutive sessions in the same room.Additional Notes:Faculty may also conduct attendance checks at any time and update attendance manually.Violations of attendance recording may result in disciplinary action as per the Student Conduct Policy.For technical issues with your student ID card, please contact the IT Helpdesk in Building 10 or email [email protected] .To obtain a new student ID card or replace a lost or damaged one, please contact the Security Office in Building 9, Room 9.1.80.For additional information on attendance recording or if you think there is an error in your absence percentage, please contact your instructor directly. AbsenceStudents who have an extenuating circumstance for being absent must submit their request and appropriate supporting documentation to the Admissions and Registration Directorate in Student Self-Service through Student Homepage > E-Services > Attendance Absence Request within two business days of the Student’s return to the Learning Session. Extenuating circumstances include:Medical notes validated by the Ministry of Public HealthBereavement for spouse, parent, grandparent, child, or siblingMaternityChronic illnessExtenuating circumstances will be recorded in the Attendance System as a Documented Absence and will be included in the Student’s Total Absence percentage. However, only Non-Documented Absence is factored towards the student's 15% maximum allowable limit for absenteeism.Absence from a Learning Session does not relieve Students from completing any missed Course Requirements. The Academic Member may grant"
https://www.udst.edu.qa/current-student/attendance,"Students an extension for completion of Course Requirements if substantiating evidence is provided. Placements (Clinical and Work Terms) Students, who are enrolled in a Placement as part of their Program, are responsible for ensuring that they adhere to the attendance standards set by the Placement provider. Students exceeding the allowable limit for absenteeism in a Course set by the Placement provider, where it is lower than the standard set by this Policy, will receive a failing grade for that Course. Absenteeism Notification Throughout the semester, notification will be provided to Students who exceed 10% absenteeism. This data will be shared with the Academic Units and Sponsors. These students will be advised to meet with their Academic Advisors who will recommend an appropriate course of action. Where it is reasonable or foreseeable to expect that the 15% maximum allowable limit for absenteeism will be exceeded, Students, in consultation with their Academic Advisor, will be advised to Withdraw from the Course by the end of the Withdrawal Period. Up to and including the last day of the Learning Session, notification will be provided to Students who have failed the Course by exceeding the 15% maximum allowable limit for absenteeism. Students who fail a Course for absenteeism may remain in the Course but will not be eligible to attend the Final Examination in that Course. Academic Members will be notified to assign an Attendance Fail (AF) Final Grade to Students who fail the Course for exceeding this maximum allowable limit. Attendance Review Students who feel that their Attendance has not been accurately recorded in the Attendance System should discuss the matter with the Academic Member teaching that Learning Session. This should be done within five business days of the Learning Session in question. If the discussion with the Academic Member does not result in a satisfactory resolution, the Student may request that the matter be reviewed by the Department Head. This should be done within two business days of the Academic Member’s decision. If the Student is not satisfied with the decision from the Department Head, the matter may be escalated to the Dean or Manager of the Academic Unit for a final decision. Such a request should be made within three business days of the Department Head’s decision. Petition In extenuating and unforeseeable circumstances, Students who exceed the 15% maximum allowable limit for absenteeism can petition the Attendance Fail (AF) Final Grade to the Department Head. Careful consideration will be given to the extenuating nature of the circumstance and when the absenteeism occurred in the Semester. Successful petitions will result in the Student being Withdrawn from the Course and a Final Grade of W assigned. No refund will be issued. In certain extenuating and Documented Absence circumstances, the Dean may grant an exception to students who have exceeded 15% absence. Social media links Twitter Youtube Instagram Facebook Linkedin UDST - Qatar Al Tarafa, Jelaiah Street Duhail North P.O. Box 24449 Doha, Qatar main menu: Main navigation Admissions Academic Life at UDST Applied"
https://www.udst.edu.qa/current-student/attendance,Research About UDST Quick Links: Main navigation Current Student Professional Education Alumni Testing Centre Careers Contact Us Explore the Campus Directory Footer menu Privacy Policy Terms & Conditions University of Doha for Science and Technology @ 2026 Back to top
https://www.udst.edu.qa/current-student/final-exams,"Final Exams | UDST Skip to main content العربية Search Search by Keyword Search by Keyword Search Search by Purpose I am I am Select an OptionCurrent StudentParentFuture StudentCareer at UDSTAlumniUDST Employee Looking for Looking for Select an Option Take me There العربية Search Quick links Current Student Registration Academic Calendar Student Systems Attendance Final Exams Academic Awards Dean’s List Request Letters and Records Graduation Ceremony Graduation Requirements Ramadan Schedule Professional Education Customized Training Courses Consulting Services Register Today Online Resources Alumni Presidents Message Alumni Services Update Contact Information Request Letters, Records and Transcripts Alumni Benefits UDST Offers Alumni Office Graduation Ceremonies Testing Centre Placement Tests IELTS Tests Proctoring Sport and Wellness Our Facilities Sport and Varsity Wellness Programs Junior Wolves Club Book a Facility or Wellness Program Today Main navigation Admissions Why UDST Admissions All Programs Inbound Student Exchange How to Apply Application Deadlines Admissions Information Admissions FAQ's Tuition and Fees Refunds Scholarships & Financial Aid Sponsorships Scholarships Emiri Scholarship Education Above All Jassim and Hamad bin Jassim Foundation Graduate Sponsorship Research Award (GSRA) Office of Admissions & Registration International Students New Student Information Academic Our Colleges College of Engineering and Technology Central Analysis Lab Our Programs Graduation and Enrollment Data College of Computing and Information Technology Our Programs College of Health Sciences Our Programs College of Business Our Programs College of General Education Our Programs Additional Learning and Resources Foundation Program Unit Continuing and Professional Education Testing Center Library Manara Life at UDST Student Engagement Student Counselling and Accessibility Services Student Central Services Sport and Wellness Get to Know Our Campus Benefits and Discounts Applied Research About Us Applied Research, Innovation and Economic Development Graduate Studies Centers of Excellence Research Articles About UDST UDST At A Glance Board of Trustees Office of the President Office of the Vice President, Academics National and International Affairs Staff Directory Institutional Excellence (IE) IT Directorate Facilities Program Development and Accreditation Applied and Experiential Learning Policies and Procedures Events Media News UDST Post Careers Jump to More Strategic Plan How to Apply Application Deadlines All Programs D2L Navigate 360 IELTS Registration Student Email PeopleSoft Self-Service Library Book Sport Facility Tuition and Fees UDST Post Staff Email WebVPN Academic Catalog Symplicity Social media links Twitter Youtube Instagram Facebook Linkedin Current Student Final Exams Quick links Current Student Registration Academic Calendar Student Systems Attendance Final Exams Academic Awards Request Letters and Records Graduation Ceremony Graduation Requirements Ramadan Schedule The final examination schedule and locations will be available to all students in their Student Self-Service portal and through MYUDST. Students should read and be familiar with all final examination policies. Winter 2026 Final Exam Schedule Foundation, Undergraduate, and Graduate To view exam schedule Click here Final Exam Rules for Students All exams will start on time • Arrive at campus 1 hour before your exam time (to avoid queuing delays at gate). • Go to exam room 30 minutes before your exam. • If you are late for the exam, you will not be permitted to"
https://www.udst.edu.qa/current-student/final-exams,"enter the exam room. Show your UDST ID Card before entering the exam room • If you did not bring your card, you must go to 9.1.80 to confirm your identification. • If this makes you late for your exam, you will not be permitted into the exam room. All personal belongings (bags, books, mobiles, etc.) will not be allowed in the exam room and must be left in your car. The following items are not permitted in exam rooms: • Smartphones • Smartwatches • Study notes or extra paper • Backpacks or gym bags • Purses or briefcases • Food or liquid Note: Food and/or liquid required for medical purposes is permitted with approval from the Admissions and Registration Directorate before your exam. Water may be permitted if it is in a clear plastic water bottle with the label removed (except during Ramadan). Once the exam begins, you cannot leave the exam until 30 minutes has passed. If you leave the exam room (i.e. illness, etc.), you will not be permitted back in the room. All exam papers must stay in the exam room after the exam. Students are required to sign the Exam Sign-In sheet before leaving the exam room. You may use a calculator if it is required for the exam and approved by your instructor. All bags/cases that carry pens, pencils, etc., must be made of clear plastic. If you have a question, please raise your hand and wait for the exam invigilator. No talking is permitted during the exam. If you are seen cheating or communicating to another student during an exam, you will receive zero on the exam and an Academic Dishonesty Incident Report will be filed on your permanent record. Social media links Twitter Youtube Instagram Facebook Linkedin UDST - Qatar Al Tarafa, Jelaiah Street Duhail North P.O. Box 24449 Doha, Qatar main menu: Main navigation Admissions Academic Life at UDST Applied Research About UDST Quick Links: Main navigation Current Student Professional Education Alumni Testing Centre Careers Contact Us Explore the Campus Directory Footer menu Privacy Policy Terms & Conditions University of Doha for Science and Technology @ 2026 Back to top"
https://www.udst.edu.qa/current-student/academic-awards,"Academic Awards | UDST Skip to main content العربية Search Search by Keyword Search by Keyword Search Search by Purpose I am I am Select an OptionCurrent StudentParentFuture StudentCareer at UDSTAlumniUDST Employee Looking for Looking for Select an Option Take me There العربية Search Quick links Current Student Registration Academic Calendar Student Systems Attendance Final Exams Academic Awards Dean’s List Request Letters and Records Graduation Ceremony Graduation Requirements Ramadan Schedule Professional Education Customized Training Courses Consulting Services Register Today Online Resources Alumni Presidents Message Alumni Services Update Contact Information Request Letters, Records and Transcripts Alumni Benefits UDST Offers Alumni Office Graduation Ceremonies Testing Centre Placement Tests IELTS Tests Proctoring Sport and Wellness Our Facilities Sport and Varsity Wellness Programs Junior Wolves Club Book a Facility or Wellness Program Today Main navigation Admissions Why UDST Admissions All Programs Inbound Student Exchange How to Apply Application Deadlines Admissions Information Admissions FAQ's Tuition and Fees Refunds Scholarships & Financial Aid Sponsorships Scholarships Emiri Scholarship Education Above All Jassim and Hamad bin Jassim Foundation Graduate Sponsorship Research Award (GSRA) Office of Admissions & Registration International Students New Student Information Academic Our Colleges College of Engineering and Technology Central Analysis Lab Our Programs Graduation and Enrollment Data College of Computing and Information Technology Our Programs College of Health Sciences Our Programs College of Business Our Programs College of General Education Our Programs Additional Learning and Resources Foundation Program Unit Continuing and Professional Education Testing Center Library Manara Life at UDST Student Engagement Student Counselling and Accessibility Services Student Central Services Sport and Wellness Get to Know Our Campus Benefits and Discounts Applied Research About Us Applied Research, Innovation and Economic Development Graduate Studies Centers of Excellence Research Articles About UDST UDST At A Glance Board of Trustees Office of the President Office of the Vice President, Academics National and International Affairs Staff Directory Institutional Excellence (IE) IT Directorate Facilities Program Development and Accreditation Applied and Experiential Learning Policies and Procedures Events Media News UDST Post Careers Jump to More Strategic Plan How to Apply Application Deadlines All Programs D2L Navigate 360 IELTS Registration Student Email PeopleSoft Self-Service Library Book Sport Facility Tuition and Fees UDST Post Staff Email WebVPN Academic Catalog Symplicity Social media links Twitter Youtube Instagram Facebook Linkedin Current Student Academic Awards Quick links Current Student Registration Academic Calendar Student Systems Attendance Final Exams Academic Awards Dean’s List Request Letters and Records Graduation Ceremony Graduation Requirements Ramadan Schedule At UDST, many opportunities exist for students to be recognized through academic awards that reflect outstanding academic achievement. Many of these are presented at our annual Academic Awards Ceremony which is held in the Fall semester to honor recipients from the previous academic year. Some awards are presented in conjunction with our Graduation Ceremony, while others are non-ceremonial in nature and are formally recognized on a student's official transcript.Eligible students are selected for the below awards based on the outlined criteria without prior application. Ceremonial Awards Academic Excellence Award (Master Degree) Awarded to a FINAL"
